Circuit,Class,Constructor,Country,Rider,Season,Class_Clean,Country_Full
Anderstorp,250cc,MBA,CH,Roland Freymond,1982,250cc,SWITZERLAND
Silverstone Circuit,125cc,Garelli,ES,Angel Nieto,1982,125cc,SPAIN
Silverstone Circuit,350cc,Kawasaki,FR,Jean Francois Baldé,1982,350cc,FRANCE
Silverstone Circuit,MotoGP™,Suzuki,IT,Franco Uncini,1982,MotoGP,ITALY
Silverstone Circuit,250cc,Yamaha,DE,Martin Wimmer,1982,250cc,GERMANY
Rijeka,50cc,Garelli,IT,Eugenio Lazzarini,1982,50cc,ITALY
Rijeka,125cc,Garelli,IT,Eugenio Lazzarini,1982,125cc,ITALY
Rijeka,MotoGP™,Suzuki,IT,Franco Uncini,1982,MotoGP,ITALY
Rijeka,250cc,Chevallier-Yamaha,BE,Didier De Radigues,1982,250cc,BELGIUM
Spa-Francorchamps,125cc,Motul,ES,Ricardo Tormo,1982,125cc,SPAIN
Spa-Francorchamps,MotoGP™,Honda,US,Freddie Spencer,1982,MotoGP,USA
Spa-Francorchamps,250cc,Kawasaki,DE,Anton Mang,1982,250cc,GERMANY
TT Circuit Assen,50cc,MBA,CH,Stefan Dörflinger,1982,50cc,SWITZERLAND
TT Circuit Assen,350cc,Kawasaki,FR,Jean Francois Baldé,1982,350cc,FRANCE
TT Circuit Assen,250cc,Kawasaki,DE,Anton Mang,1982,250cc,GERMANY
TT Circuit Assen,MotoGP™,Suzuki,IT,Franco Uncini,1982,MotoGP,ITALY
TT Circuit Assen,125cc,Garelli,ES,Angel Nieto,1982,125cc,SPAIN
Misano World Circuit Marco Simoncelli,250cc,Kawasaki,DE,Anton Mang,1982,250cc,GERMANY
Misano World Circuit Marco Simoncelli,MotoGP™,Suzuki,IT,Franco Uncini,1982,MotoGP,ITALY
Misano World Circuit Marco Simoncelli,125cc,Garelli,ES,Angel Nieto,1982,125cc,SPAIN
Misano World Circuit Marco Simoncelli,350cc,Chevallier-Yamaha,BE,Didier De Radigues,1982,350cc,BELGIUM
Misano World Circuit Marco Simoncelli,50cc,MBA,CH,Stefan Dörflinger,1982,50cc,SWITZERLAND
Jarama,250cc,Yamaha,VE,Carlos Lavado,1982,250cc,VENEZUELA
Jarama,MotoGP™,Yamaha,US,Kenny Roberts,1982,MotoGP,USA
Jarama,50cc,MBA,CH,Stefan Dörflinger,1982,50cc,SWITZERLAND
Jarama,125cc,Garelli,ES,Angel Nieto,1982,125cc,SPAIN
Salzburgring,MotoGP™,Suzuki,IT,Franco Uncini,1982,MotoGP,ITALY
Salzburgring,350cc,Chevallier-Yamaha,FR,Eric Saul,1982,350cc,FRANCE
Salzburgring,125cc,Garelli,ES,Angel Nieto,1982,125cc,SPAIN
Nogaro,350cc,Kawasaki,FR,Jean Francois Baldé,1982,350cc,FRANCE
Nogaro,125cc,MBA,FR,Jean Claude Selini,1982,125cc,FRANCE
Nogaro,250cc,Yamaha,FR,Jean Louis Tournadre,1982,250cc,FRANCE
Nogaro,MotoGP™,Sanvenero,CH,Michel Frutschi,1982,MotoGP,SWITZERLAND
Oscar A. Galvez,350cc,Yamaha,VE,Carlos Lavado,1982,350cc,VENEZUELA
Oscar A. Galvez,MotoGP™,Yamaha,US,Kenny Roberts,1982,MotoGP,USA
Oscar A. Galvez,125cc,Garelli,ES,Angel Nieto,1982,125cc,SPAIN
Automotodrom Brno,350cc,Kawasaki,DE,Anton Mang,1981,350cc,GERMANY
Automotodrom Brno,250cc,Kawasaki,DE,Anton Mang,1981,250cc,GERMANY
Automotodrom Brno,50cc,Motul Bultaco,NL,Theo Timmer,1981,50cc,NETHERLANDS
Anderstorp,250cc,Kawasaki,DE,Anton Mang,1981,250cc,GERMANY
Anderstorp,125cc,Motul Bultaco,ES,Ricardo Tormo,1981,125cc,SPAIN
Anderstorp,MotoGP™,Yamaha,GB,Barry Sheene,1981,MotoGP,GREAT BRITAIN
Imatra,250cc,Kawasaki,DE,Anton Mang,1981,250cc,GERMANY
Imatra,125cc,Minarelli,ES,Angel Nieto,1981,125cc,SPAIN
Imatra,MotoGP™,Suzuki,IT,Marco Lucchinelli,1981,MotoGP,ITALY
Silverstone Circuit,350cc,Kawasaki,DE,Anton Mang,1981,350cc,GERMANY
Silverstone Circuit,250cc,Kawasaki,DE,Anton Mang,1981,250cc,GERMANY
Silverstone Circuit,125cc,Minarelli,ES,Angel Nieto,1981,125cc,SPAIN
Silverstone Circuit,MotoGP™,Suzuki,NL,Jack Middelburg,1981,MotoGP,NETHERLANDS
Imola,125cc,Bimota-Yamaha,IT,Loris Reggiani,1981,125cc,ITALY
Imola,250cc,Kawasaki,DE,Anton Mang,1981,250cc,GERMANY
Imola,50cc,Motul Bultaco,ES,Ricardo Tormo,1981,50cc,SPAIN
Imola,MotoGP™,Suzuki,IT,Marco Lucchinelli,1981,MotoGP,ITALY
Spa-Francorchamps,MotoGP™,Suzuki,IT,Marco Lucchinelli,1981,MotoGP,ITALY
Spa-Francorchamps,50cc,Motul Bultaco,ES,Ricardo Tormo,1981,50cc,SPAIN
Spa-Francorchamps,250cc,Kawasaki,DE,Anton Mang,1981,250cc,GERMANY
TT Circuit Assen,50cc,Motul Bultaco,ES,Ricardo Tormo,1981,50cc,SPAIN
TT Circuit Assen,350cc,Kawasaki,DE,Anton Mang,1981,350cc,GERMANY
TT Circuit Assen,MotoGP™,Suzuki,IT,Marco Lucchinelli,1981,MotoGP,ITALY
TT Circuit Assen,250cc,Kawasaki,DE,Anton Mang,1981,250cc,GERMANY
TT Circuit Assen,125cc,Minarelli,ES,Angel Nieto,1981,125cc,SPAIN
Rijeka,125cc,Bimota-Yamaha,IT,Loris Reggiani,1981,125cc,ITALY
Rijeka,50cc,Motul Bultaco,ES,Ricardo Tormo,1981,50cc,SPAIN
Rijeka,350cc,Kawasaki,DE,Anton Mang,1981,350cc,GERMANY
Rijeka,MotoGP™,Suzuki,US,Randy Mamola,1981,MotoGP,USA
Jarama,125cc,Minarelli,ES,Angel Nieto,1981,125cc,SPAIN
Jarama,50cc,Motul Bultaco,ES,Ricardo Tormo,1981,50cc,SPAIN
Jarama,250cc,Kawasaki,DE,Anton Mang,1981,250cc,GERMANY
Paul Ricard,250cc,Kawasaki,DE,Anton Mang,1981,250cc,GERMANY
Paul Ricard,MotoGP™,Suzuki,IT,Marco Lucchinelli,1981,MotoGP,ITALY
Paul Ricard,125cc,Minarelli,ES,Angel Nieto,1981,125cc,SPAIN
Monza,350cc,Bimota-Yamaha,ZA,Jonnie Ekerold,1981,350cc,SOUTH AFRICA
Monza,50cc,Motul Bultaco,ES,Ricardo Tormo,1981,50cc,SPAIN
Monza,MotoGP™,Yamaha,US,Kenny Roberts,1981,MotoGP,USA
Monza,125cc,Sanvenero,FR,Guy Bertin,1981,125cc,FRANCE
Monza,250cc,Chevallier-Yamaha,FR,Eric Saul,1981,250cc,FRANCE
Hockenheim,350cc,Kawasaki,DE,Anton Mang,1981,350cc,GERMANY
Hockenheim,250cc,Kawasaki,DE,Anton Mang,1981,250cc,GERMANY
Hockenheim,50cc,Kreidler Van Veen,CH,Stefan Dörflinger,1981,50cc,SWITZERLAND
Hockenheim,125cc,Minarelli,ES,Angel Nieto,1981,125cc,SPAIN
Hockenheim,MotoGP™,Yamaha,US,Kenny Roberts,1981,MotoGP,USA
Salzburgring,125cc,Minarelli,ES,Angel Nieto,1981,125cc,SPAIN
Salzburgring,350cc,Bimota-Yamaha,FR,Patrick Fernandez,1981,350cc,FRANCE
Salzburgring,MotoGP™,Suzuki,US,Randy Mamola,1981,MotoGP,USA
Oscar A. Galvez,350cc,Bimota-Yamaha,ZA,Jonnie Ekerold,1981,350cc,SOUTH AFRICA
Oscar A. Galvez,250cc,Kawasaki,FR,Jean Francois Baldé,1981,250cc,FRANCE
Oscar A. Galvez,125cc,Minarelli,ES,Angel Nieto,1981,125cc,SPAIN
Nurburgring,125cc,Motobecane,FR,Guy Bertin,1980,125cc,FRANCE
Nurburgring,MotoGP™,Suzuki,IT,Marco Lucchinelli,1980,MotoGP,ITALY
Nurburgring,350cc,Bimota-Yamaha,ZA,Jonnie Ekerold,1980,350cc,SOUTH AFRICA
Nurburgring,50cc,MBA,CH,Stefan Dörflinger,1980,50cc,SWITZERLAND
Nurburgring,250cc,Kawasaki,ZA,Kork Ballington,1980,250cc,SOUTH AFRICA
Automotodrom Brno,250cc,Kawasaki,DE,Anton Mang,1980,250cc,GERMANY
Automotodrom Brno,125cc,Motobecane,FR,Guy Bertin,1980,125cc,FRANCE
Automotodrom Brno,350cc,Kawasaki,DE,Anton Mang,1980,350cc,GERMANY
Silverstone Circuit,125cc,Bimota-Yamaha,IT,Loris Reggiani,1980,125cc,ITALY
Silverstone Circuit,350cc,Kawasaki,DE,Anton Mang,1980,350cc,GERMANY
Silverstone Circuit,MotoGP™,Suzuki,US,Randy Mamola,1980,MotoGP,USA
Silverstone Circuit,250cc,Kawasaki,ZA,Kork Ballington,1980,250cc,SOUTH AFRICA
Imatra,250cc,Kawasaki,ZA,Kork Ballington,1980,250cc,SOUTH AFRICA
Imatra,125cc,Minarelli,ES,Angel Nieto,1980,125cc,SPAIN
Imatra,MotoGP™,Suzuki,NL,Wil Hartog,1980,MotoGP,NETHERLANDS
Spa-Francorchamps,250cc,Kawasaki,DE,Anton Mang,1980,250cc,GERMANY
Spa-Francorchamps,50cc,MBA,CH,Stefan Dörflinger,1980,50cc,SWITZERLAND
Spa-Francorchamps,MotoGP™,Suzuki,US,Randy Mamola,1980,MotoGP,USA
Spa-Francorchamps,125cc,Minarelli,ES,Angel Nieto,1980,125cc,SPAIN
TT Circuit Assen,MotoGP™,Yamaha,NL,Jack Middelburg,1980,MotoGP,NETHERLANDS
TT Circuit Assen,350cc,Bimota-Yamaha,ZA,Jonnie Ekerold,1980,350cc,SOUTH AFRICA
TT Circuit Assen,250cc,Yamaha,VE,Carlos Lavado,1980,250cc,VENEZUELA
TT Circuit Assen,125cc,Minarelli,ES,Angel Nieto,1980,125cc,SPAIN
TT Circuit Assen,50cc,Kreidler Van Veen,ES,Ricardo Tormo,1980,50cc,SPAIN
Rijeka,250cc,Kawasaki,DE,Anton Mang,1980,250cc,GERMANY
Rijeka,50cc,Kreidler Van Veen,ES,Ricardo Tormo,1980,50cc,SPAIN
Rijeka,125cc,Motobecane,FR,Guy Bertin,1980,125cc,FRANCE
Paul Ricard,MotoGP™,Yamaha,US,Kenny Roberts,1980,MotoGP,USA
Paul Ricard,125cc,Minarelli,ES,Angel Nieto,1980,125cc,SPAIN
Paul Ricard,350cc,Bimota-Yamaha,ZA,Jonnie Ekerold,1980,350cc,SOUTH AFRICA
Paul Ricard,250cc,Kawasaki,ZA,Kork Ballington,1980,250cc,SOUTH AFRICA
Jarama,250cc,Kawasaki,ZA,Kork Ballington,1980,250cc,SOUTH AFRICA
Jarama,MotoGP™,Yamaha,US,Kenny Roberts,1980,MotoGP,USA
Jarama,50cc,Iprem,IT,Eugenio Lazzarini,1980,50cc,ITALY
Jarama,125cc,MBA,IT,Pierpaolo Bianchi,1980,125cc,ITALY
Misano World Circuit Marco Simoncelli,250cc,Kawasaki,DE,Anton Mang,1980,250cc,GERMANY
Misano World Circuit Marco Simoncelli,50cc,Iprem,IT,Eugenio Lazzarini,1980,50cc,ITALY
Misano World Circuit Marco Simoncelli,350cc,Yamaha,VE,Johnny Cecotto,1980,350cc,VENEZUELA
Misano World Circuit Marco Simoncelli,125cc,MBA,IT,Pierpaolo Bianchi,1980,125cc,ITALY
Misano World Circuit Marco Simoncelli,MotoGP™,Yamaha,US,Kenny Roberts,1980,MotoGP,USA
Le Mans,250cc,Kawasaki,ZA,Kork Ballington,1979,250cc,SOUTH AFRICA
Le Mans,MotoGP™,Suzuki,GB,Barry Sheene,1979,MotoGP,GREAT BRITAIN
Le Mans,50cc,MBA,IT,Eugenio Lazzarini,1979,50cc,ITALY
Le Mans,125cc,Yamaha,FR,Guy Bertin,1979,125cc,FRANCE
Le Mans,350cc,,FR,Patrick Fernandez,1979,350cc,FRANCE
Automotodrom Brno,250cc,Kawasaki,ZA,Kork Ballington,1979,250cc,SOUTH AFRICA
Automotodrom Brno,125cc,Yamaha,FR,Guy Bertin,1979,125cc,FRANCE
Automotodrom Brno,350cc,Kawasaki,ZA,Kork Ballington,1979,350cc,SOUTH AFRICA
Silverstone Circuit,250cc,Kawasaki,ZA,Kork Ballington,1979,250cc,SOUTH AFRICA
Silverstone Circuit,350cc,Kawasaki,ZA,Kork Ballington,1979,350cc,SOUTH AFRICA
Silverstone Circuit,MotoGP™,Yamaha,US,Kenny Roberts,1979,MotoGP,USA
Silverstone Circuit,125cc,Minarelli,ES,Angel Nieto,1979,125cc,SPAIN
Imatra,MotoGP™,Suzuki,NL,Boet Van Dulmen,1979,MotoGP,NETHERLANDS
Imatra,125cc,Bultaco,ES,Ricardo Tormo,1979,125cc,SPAIN
Imatra,350cc,Kawasaki,AU,Greg Hansford,1979,350cc,AUSTRALIA
Imatra,250cc,Kawasaki,ZA,Kork Ballington,1979,250cc,SOUTH AFRICA
Karlskoga,125cc,Minarelli,IT,Pierpaolo Bianchi,1979,125cc,ITALY
Karlskoga,MotoGP™,Suzuki,GB,Barry Sheene,1979,MotoGP,GREAT BRITAIN
Karlskoga,250cc,Morbidelli,IT,Graziano Rossi,1979,250cc,ITALY
Spa-Francorchamps,50cc,XX,NL,Henk Van Kessel,1979,50cc,NETHERLANDS
Spa-Francorchamps,MotoGP™,Suzuki,NZ,Dennis Ireland,1979,MotoGP,NEW ZEALAND
Spa-Francorchamps,250cc,Kawasaki,AT,Edi Stoellinger,1979,250cc,AUSTRIA
Spa-Francorchamps,125cc,Morbidelli,AU,Barry Smith,1979,125cc,AUSTRALIA
TT Circuit Assen,125cc,Minarelli,ES,Angel Nieto,1979,125cc,SPAIN
TT Circuit Assen,MotoGP™,Suzuki,IT,Virginio Ferrari,1979,MotoGP,ITALY
TT Circuit Assen,250cc,Morbidelli,IT,Graziano Rossi,1979,250cc,ITALY
TT Circuit Assen,350cc,Kawasaki,AU,Greg Hansford,1979,350cc,AUSTRALIA
TT Circuit Assen,50cc,MBA,IT,Eugenio Lazzarini,1979,50cc,ITALY
Rijeka,125cc,Minarelli,ES,Angel Nieto,1979,125cc,SPAIN
Rijeka,250cc,Morbidelli,IT,Graziano Rossi,1979,250cc,ITALY
Rijeka,50cc,MBA,IT,Eugenio Lazzarini,1979,50cc,ITALY
Rijeka,MotoGP™,Yamaha,US,Kenny Roberts,1979,MotoGP,USA
Rijeka,350cc,Kawasaki,ZA,Kork Ballington,1979,350cc,SOUTH AFRICA
Jarama,MotoGP™,Yamaha,US,Kenny Roberts,1979,MotoGP,USA
Jarama,250cc,Kawasaki,ZA,Kork Ballington,1979,250cc,SOUTH AFRICA
Jarama,350cc,Kawasaki,ZA,Kork Ballington,1979,350cc,SOUTH AFRICA
Jarama,50cc,MBA,IT,Eugenio Lazzarini,1979,50cc,ITALY
Jarama,125cc,Minarelli,ES,Angel Nieto,1979,125cc,SPAIN
Imola,50cc,MBA,IT,Eugenio Lazzarini,1979,50cc,ITALY
Imola,350cc,Kawasaki,AU,Greg Hansford,1979,350cc,AUSTRALIA
Imola,MotoGP™,Yamaha,US,Kenny Roberts,1979,MotoGP,USA
Imola,125cc,Minarelli,ES,Angel Nieto,1979,125cc,SPAIN
Imola,250cc,Kawasaki,ZA,Kork Ballington,1979,250cc,SOUTH AFRICA
Hockenheim,125cc,Minarelli,ES,Angel Nieto,1979,125cc,SPAIN
Nurburgring,125cc,Bultaco-Minarelli,ES,Angel Nieto,1978,125cc,SPAIN
Nurburgring,50cc,Bultaco,ES,Ricardo Tormo,1978,50cc,SPAIN
Nurburgring,250cc,Kawasaki,ZA,Kork Ballington,1978,250cc,SOUTH AFRICA
Silverstone Circuit,350cc,Kawasaki,ZA,Kork Ballington,1978,350cc,SOUTH AFRICA
Silverstone Circuit,125cc,Bultaco-Minarelli,ES,Angel Nieto,1978,125cc,SPAIN
Silverstone Circuit,250cc,Kawasaki,DE,Anton Mang,1978,250cc,GERMANY
Silverstone Circuit,MotoGP™,Yamaha,US,Kenny Roberts,1978,MotoGP,USA
Imatra,250cc,Kawasaki,ZA,Kork Ballington,1978,250cc,SOUTH AFRICA
Imatra,125cc,Bultaco-Minarelli,ES,Angel Nieto,1978,125cc,SPAIN
Imatra,350cc,Kawasaki,ZA,Kork Ballington,1978,350cc,SOUTH AFRICA
Imatra,MotoGP™,Suzuki,NL,Wil Hartog,1978,MotoGP,NETHERLANDS
Karlskoga,250cc,Kawasaki,AU,Greg Hansford,1978,250cc,AUSTRALIA
Karlskoga,125cc,Minarelli,IT,Pierpaolo Bianchi,1978,125cc,ITALY
Karlskoga,350cc,Kawasaki,AU,Greg Hansford,1978,350cc,AUSTRALIA
Karlskoga,MotoGP™,Suzuki,GB,Barry Sheene,1978,MotoGP,GREAT BRITAIN
Spa-Francorchamps,MotoGP™,Suzuki,NL,Wil Hartog,1978,MotoGP,NETHERLANDS
Spa-Francorchamps,250cc,Morbidelli,IT,Paolo Pileri,1978,250cc,ITALY
Spa-Francorchamps,125cc,Minarelli,IT,Pierpaolo Bianchi,1978,125cc,ITALY
Spa-Francorchamps,50cc,Bultaco,ES,Ricardo Tormo,1978,50cc,SPAIN
TT Circuit Assen,MotoGP™,Yamaha,VE,Johnny Cecotto,1978,MotoGP,VENEZUELA
TT Circuit Assen,250cc,Yamaha,US,Kenny Roberts,1978,250cc,USA
TT Circuit Assen,125cc,MBA,IT,Eugenio Lazzarini,1978,125cc,ITALY
TT Circuit Assen,50cc,MBA,IT,Eugenio Lazzarini,1978,50cc,ITALY
TT Circuit Assen,350cc,Kawasaki,ZA,Kork Ballington,1978,350cc,SOUTH AFRICA
Autodromo Internazionale del Mugello,350cc,Kawasaki,ZA,Kork Ballington,1978,350cc,SOUTH AFRICA
Autodromo Internazionale del Mugello,MotoGP™,Yamaha,US,Kenny Roberts,1978,MotoGP,USA
Autodromo Internazionale del Mugello,250cc,Kawasaki,ZA,Kork Ballington,1978,250cc,SOUTH AFRICA
Autodromo Internazionale del Mugello,125cc,MBA,IT,Eugenio Lazzarini,1978,125cc,ITALY
Autodromo Internazionale del Mugello,50cc,Bultaco,ES,Ricardo Tormo,1978,50cc,SPAIN
Nogaro,MotoGP™,Yamaha,US,Kenny Roberts,1978,MotoGP,USA
Nogaro,125cc,Minarelli,IT,Pierpaolo Bianchi,1978,125cc,ITALY
Nogaro,350cc,Kawasaki,AU,Greg Hansford,1978,350cc,AUSTRALIA
Nogaro,250cc,Kawasaki,AU,Greg Hansford,1978,250cc,AUSTRALIA
Salzburgring,350cc,Kawasaki,ZA,Kork Ballington,1978,350cc,SOUTH AFRICA
Salzburgring,125cc,MBA,IT,Eugenio Lazzarini,1978,125cc,ITALY
Salzburgring,MotoGP™,Yamaha,US,Kenny Roberts,1978,MotoGP,USA
Jarama,MotoGP™,Suzuki,US,Pat Hennen,1978,MotoGP,USA
Jarama,50cc,MBA,IT,Eugenio Lazzarini,1978,50cc,ITALY
Jarama,250cc,Kawasaki,AU,Greg Hansford,1978,250cc,AUSTRALIA
Jarama,125cc,MBA,IT,Eugenio Lazzarini,1978,125cc,ITALY
San Carlos,125cc,Minarelli,IT,Pierpaolo Bianchi,1978,125cc,ITALY
San Carlos,250cc,Yamaha,US,Kenny Roberts,1978,250cc,USA
San Carlos,350cc,Yamaha,JP,Takazumi Katayama,1978,350cc,JAPAN
San Carlos,MotoGP™,Suzuki,GB,Barry Sheene,1978,MotoGP,GREAT BRITAIN
Silverstone Circuit,MotoGP™,Suzuki,US,Pat Hennen,1977,MotoGP,USA
Silverstone Circuit,125cc,Yamaha,IT,Pier Luigi Conforti,1977,125cc,ITALY
Silverstone Circuit,250cc,Yamaha,ZA,Kork Ballington,1977,250cc,SOUTH AFRICA
Silverstone Circuit,350cc,Yamaha,ZA,Kork Ballington,1977,350cc,SOUTH AFRICA
Automotodrom Brno,350cc,Yamaha,VE,Johnny Cecotto,1977,350cc,VENEZUELA
Automotodrom Brno,MotoGP™,Yamaha,VE,Johnny Cecotto,1977,MotoGP,VENEZUELA
Automotodrom Brno,250cc,Unknown,IT,Franco Uncini,1977,250cc,ITALY
Imatra,250cc,Unknown,IT,Walter Villa,1977,250cc,ITALY
Imatra,MotoGP™,Yamaha,VE,Johnny Cecotto,1977,MotoGP,VENEZUELA
Imatra,350cc,Yamaha,JP,Takazumi Katayama,1977,350cc,JAPAN
Imatra,125cc,Morbidelli,IT,Pierpaolo Bianchi,1977,125cc,ITALY
Anderstorp,250cc,Kawasaki,GB,Mike Grant,1977,250cc,GREAT BRITAIN
Anderstorp,50cc,Bultaco,ES,Ricardo Tormo,1977,50cc,SPAIN
Anderstorp,MotoGP™,Suzuki,GB,Barry Sheene,1977,MotoGP,GREAT BRITAIN
Anderstorp,125cc,Bultaco,ES,Angel Nieto,1977,125cc,SPAIN
Anderstorp,350cc,Yamaha,JP,Takazumi Katayama,1977,350cc,JAPAN
Spa-Francorchamps,125cc,Morbidelli,IT,Pierpaolo Bianchi,1977,125cc,ITALY
Spa-Francorchamps,50cc,Morbidelli,IT,Eugenio Lazzarini,1977,50cc,ITALY
Spa-Francorchamps,250cc,Unknown,IT,Walter Villa,1977,250cc,ITALY
Spa-Francorchamps,MotoGP™,Suzuki,GB,Barry Sheene,1977,MotoGP,GREAT BRITAIN
TT Circuit Assen,250cc,Kawasaki,GB,Mike Grant,1977,250cc,GREAT BRITAIN
TT Circuit Assen,50cc,Bultaco,ES,Angel Nieto,1977,50cc,SPAIN
TT Circuit Assen,350cc,Yamaha,ZA,Kork Ballington,1977,350cc,SOUTH AFRICA
TT Circuit Assen,125cc,Bultaco,ES,Angel Nieto,1977,125cc,SPAIN
TT Circuit Assen,MotoGP™,Suzuki,NL,Wil Hartog,1977,MotoGP,NETHERLANDS
Opatija,350cc,Yamaha,JP,Takazumi Katayama,1977,350cc,JAPAN
Opatija,50cc,Bultaco,ES,Angel Nieto,1977,50cc,SPAIN
Opatija,125cc,Morbidelli,IT,Pierpaolo Bianchi,1977,125cc,ITALY
Opatija,250cc,Morbidelli,IT,Mario Lega,1977,250cc,ITALY
Paul Ricard,350cc,Yamaha,JP,Takazumi Katayama,1977,350cc,JAPAN
Paul Ricard,125cc,Morbidelli,IT,Pierpaolo Bianchi,1977,125cc,ITALY
Paul Ricard,250cc,Yamaha,ZA,Jonnie Ekerold,1977,250cc,SOUTH AFRICA
Paul Ricard,MotoGP™,Suzuki,GB,Barry Sheene,1977,MotoGP,GREAT BRITAIN
Jarama,125cc,Morbidelli,IT,Pierpaolo Bianchi,1977,125cc,ITALY
Jarama,50cc,Bultaco,ES,Angel Nieto,1977,50cc,SPAIN
Jarama,250cc,Yamaha,JP,Takazumi Katayama,1977,250cc,JAPAN
Jarama,350cc,Suzuki,FR,Michel Rougerie,1977,350cc,FRANCE
Imola,50cc,Morbidelli,IT,Eugenio Lazzarini,1977,50cc,ITALY
Imola,350cc,Yamaha,ZA,Alan North,1977,350cc,SOUTH AFRICA
Imola,MotoGP™,Suzuki,GB,Barry Sheene,1977,MotoGP,GREAT BRITAIN
Imola,250cc,Unknown,IT,Franco Uncini,1977,250cc,ITALY
Imola,125cc,Morbidelli,IT,Pierpaolo Bianchi,1977,125cc,ITALY
Hockenheim,350cc,Yamaha,JP,Takazumi Katayama,1977,350cc,JAPAN
Hockenheim,MotoGP™,Suzuki,GB,Barry Sheene,1977,MotoGP,GREAT BRITAIN
Hockenheim,50cc,Unknown,DE,Herbert Rittberger,1977,50cc,GERMANY
Hockenheim,125cc,Morbidelli,IT,Pierpaolo Bianchi,1977,125cc,ITALY
Hockenheim,250cc,Yamaha,FR,Christian Sarron,1977,250cc,FRANCE
Salzburgring,MotoGP™,Suzuki,AU,Jack Findlay,1977,MotoGP,AUSTRALIA
Salzburgring,125cc,Morbidelli,IT,Eugenio Lazzarini,1977,125cc,ITALY
San Carlos,250cc,Unknown,IT,Walter Villa,1977,250cc,ITALY
San Carlos,350cc,Yamaha,VE,Johnny Cecotto,1977,350cc,VENEZUELA
San Carlos,125cc,Bultaco,ES,Angel Nieto,1977,125cc,SPAIN
San Carlos,MotoGP™,Suzuki,GB,Barry Sheene,1977,MotoGP,GREAT BRITAIN
Montjuïc,250cc,Harley Davidson,IT,Gianfranco Bonera,1976,250cc,ITALY
Montjuïc,350cc,Yamaha,ZA,Kork Ballington,1976,350cc,SOUTH AFRICA
Montjuïc,125cc,Morbidelli,IT,Pierpaolo Bianchi,1976,125cc,ITALY
Montjuïc,50cc,Bultaco,ES,Angel Nieto,1976,50cc,SPAIN
Nurburgring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1976,MotoGP,ITALY
Nurburgring,250cc,Harley Davidson,IT,Walter Villa,1976,250cc,ITALY
Nurburgring,50cc,Bultaco,ES,Angel Nieto,1976,50cc,SPAIN
Nurburgring,125cc,Morbidelli,DE,Anton Mang,1976,125cc,GERMANY
Nurburgring,350cc,Harley Davidson,IT,Walter Villa,1976,350cc,ITALY
Automotodrom Brno,250cc,Harley Davidson,IT,Walter Villa,1976,250cc,ITALY
Automotodrom Brno,MotoGP™,Suzuki,GB,John Newbold,1976,MotoGP,GREAT BRITAIN
Automotodrom Brno,350cc,Harley Davidson,IT,Walter Villa,1976,350cc,ITALY
Imatra,50cc,Kreidler,BE,Julien Van Zeebroeck,1976,50cc,BELGIUM
Imatra,125cc,Morbidelli,IT,Pierpaolo Bianchi,1976,125cc,ITALY
Imatra,MotoGP™,Suzuki,US,Pat Hennen,1976,MotoGP,USA
Imatra,250cc,Harley Davidson,IT,Walter Villa,1976,250cc,ITALY
Imatra,350cc,Harley Davidson,IT,Walter Villa,1976,350cc,ITALY
Anderstorp,125cc,Morbidelli,IT,Pierpaolo Bianchi,1976,125cc,ITALY
Anderstorp,250cc,Yamaha,JP,Takazumi Katayama,1976,250cc,JAPAN
Anderstorp,50cc,Bultaco,ES,Angel Nieto,1976,50cc,SPAIN
Anderstorp,MotoGP™,Suzuki,GB,Barry Sheene,1976,MotoGP,GREAT BRITAIN
Spa-Francorchamps,250cc,Harley Davidson,IT,Walter Villa,1976,250cc,ITALY
Spa-Francorchamps,125cc,Bultaco,ES,Angel Nieto,1976,125cc,SPAIN
Spa-Francorchamps,50cc,Kreidler,DE,Herbert Rittberger,1976,50cc,GERMANY
Spa-Francorchamps,MotoGP™,,GB,John Williams,1976,MotoGP,GREAT BRITAIN
TT Circuit Assen,250cc,Harley Davidson,IT,Walter Villa,1976,250cc,ITALY
TT Circuit Assen,MotoGP™,Suzuki,GB,Barry Sheene,1976,MotoGP,GREAT BRITAIN
TT Circuit Assen,125cc,Morbidelli,IT,Pierpaolo Bianchi,1976,125cc,ITALY
TT Circuit Assen,350cc,MV Agusta,IT,Giacomo Agostini,1976,350cc,ITALY
TT Circuit Assen,50cc,Bultaco,ES,Angel Nieto,1976,50cc,SPAIN
Isle of Man,250cc,Yamaha,IE,Tom Herron,1976,250cc,IRELAND
Isle of Man,MotoGP™,Yamaha,IE,Tom Herron,1976,MotoGP,IRELAND
Isle of Man,350cc,Suzuki,GB,Chas Mortimer,1976,350cc,GREAT BRITAIN
Autodromo Internazionale del Mugello,250cc,Harley Davidson,IT,Walter Villa,1976,250cc,ITALY
Autodromo Internazionale del Mugello,350cc,Yamaha,VE,Johnny Cecotto,1976,350cc,VENEZUELA
Autodromo Internazionale del Mugello,125cc,Morbidelli,IT,Pierpaolo Bianchi,1976,125cc,ITALY
Autodromo Internazionale del Mugello,50cc,Bultaco,ES,Angel Nieto,1976,50cc,SPAIN
Autodromo Internazionale del Mugello,MotoGP™,Suzuki,GB,Barry Sheene,1976,MotoGP,GREAT BRITAIN
